unit,geo\time	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 
GDP_BEUR,NL34	1.897 p	2.441 	2.014 	2.588 	4.35 	3.037 	2.571 	2.089 	2.965 	2.493 	2.205 	2.028 	3.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL341	1.927 p	2.75 	3.697 	4.007 	4.814 	4.521 	1.277 	2.119 	4.21 	3.902 	2.56 	3.308 	4.724 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL342	1.882 p	2.292 	1.277 	1.969 	4.111 	2.27 	3.256 	2.073 	2.301 	1.744 	2.015 	1.355 	2.603 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL4	10.801 p	14.462 	11.54 	14.336 	13.471 	13.039 	17.157 	17.459 	19.391 	20.2 	21.477 	26.327 	21.534 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL41	12.661 p	16.929 	13.947 	17.424 	16.281 	15.245 	20.664 	21.344 	24.022 	25.347 	27.265 	33.855 	27.076 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL411	2.172 p	2.457 	2.804 	2.699 	3.32 	2.925 	3.502 	4.248 	3.572 	2.969 	2.537 	2.966 	3.166 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL412	2.232 p	3.632 	3.275 	5.926 	5.165 	4.626 	4.574 	6.464 	6.068 	6.516 	4.702 	3.463 	6.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL413	2.94 p	3.491 	3.911 	4.619 	4.794 	4.301 	4.544 	4.677 	5.655 	5.338 	4.932 	5.023 	7.203 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL414	33.166 p	44.353 	35.281 	47.037 	41.43 	38.739 	54.626 	57.193 	64.859 	71.96 	79.122 	98.105 	71.332 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL42	5.69 p	7.788 	5.058 	6.109 	6.065 	7.315 	7.904 	7.307 	7.605 	7.095 	6.853 	6.888 	7.26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL421	5.108 p	7.983 	4.935 	6.189 	4.447 	5.599 	6.647 	7.05 	10.152 	6.131 	7.808 	7.144 	8.628 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL422	14.222 p	18.666 	6.587 	5.532 	5.181 	7.061 	7.95 	5.549 	7.615 	6.685 	4.753 	6.236 	5.054 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NL423	2.877 p	3.794 	4.562 	6.288 	7.109 	8.19 	8.46 	7.993 	6.471 	7.655 	7.065 	6.974 	7.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NLZ	0.295 p	0.982 	0.589 	0.417 	0.201 	0.844 	0.402 	0.813 	0.768 	1.214 	0.658 	0.998 	0.772 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NLZZ	0.295 p	0.982 	0.589 	0.417 	0.201 	0.844 	0.402 	0.813 	0.768 	1.214 	0.658 	0.998 	0.772 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NLZZZ	0.295 p	0.982 	0.589 	0.417 	0.201 	0.844 	0.402 	0.813 	0.768 	1.214 	0.658 	0.998 	0.772 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO	1.018 p	1.359 	1.607 	2.133 	1.42 	1.639 	1.772 	2.006 	1.867 	1.733 	1.903 	1.841 	2.165 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO0	1.315 p	1.777 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO01	1.523 p	1.753 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO011	1.374 p	1.497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO012	1.832 p	2.288 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO02	0.305 p	0.733 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO021	0.179 p	0.314 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO022	0.434 p	1.164 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO03	1.233 p	1.605 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO031	0.807 p	1.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO032	0.882 p	1.576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO033	2.323 p	1.267 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO034	0.982 p	2.525 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO04	1.728 p	2.384 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO041	0.993 p	0.358 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO042	0.868 p	1.872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO043	2.122 p	2.878 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO05	0.793 p	1.284 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO051	0.38 p	1.346 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO052	1.095 p	0.638 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO053	1.53 p	1.412 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO06	2.686 p	4.325 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO061	3.574 p	5.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO062	0.084 p	0.345 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO07	0.327 p	0.405 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO071	0.213 p	0.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO072	0.64 p	0.265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NO073	: 	0.289 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NOZ	0.011 p	0.026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NOZZ	0.011 p	0.026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,NOZZZ	0.011 p	0.026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL	1.097 p	1.009 	0.996 	0.916 	0.642 	0.644 	0.511 	0.523 	0.607 	0.568 	0.398 	0.276 	0.231 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL1	1.515 p	1.112 	1.347 	1.085 	0.663 	0.682 	0.565 	0.619 	0.909 	0.685 	0.654 	0.409 	0.317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL11	2.012 p	1.334 	1.815 	1.955 	0.946 	0.774 	0.748 	0.49 	0.564 	0.586 	0.128 	0.269 	0.597 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL113	3.754 p	1.901 	2.934 	3.406 	1.796 	1.223 	1.126 	1.092 	1.039 	0.994 	0.314 	0.197 	1.021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL114	1.331 p	1.87 	0.989 	0.923 	0.908 	0.914 	0.969 	0.122 	0.102 	0.22 	: 	: 	0.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL115	0.531 p	0.702 	1.292 	1.497 	0.073 	0.039 	0.259 	: 	0.688 	0.648 	: 	0.341 	0.131 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL116	0.647 p	0.642 	1.077 	0.597 	0.314 	1.064 	0.611 	0.459 	: 	: 	: 	: 	0.608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL117	1.875 p	0.962 	0.881 	0.767 	0.664 	0.215 	0.403 	: 	: 	0.231 	0.051 	1.025 	0.149 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL12	1.376 p	1.05 	1.215 	0.835 	0.578 	0.655 	0.511 	0.658 	1.015 	0.716 	0.816 	0.451 	0.234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL127	1.229 p	1.02 	1.297 	0.746 	0.59 	0.722 	0.47 	0.573 	1.259 	0.697 	0.957 	0.603 	0.236 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL128	3.133 p	2.464 	3.065 	1.164 	1.289 	0.956 	1.893 	2.005 	0.415 	2.149 	1.567 	0.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL129	1.721 p	1.348 	1.484 	1.118 	0.438 	0.844 	0.446 	0.154 	1.053 	0.751 	0.57 	0.094 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL12A	1.943 p	1.126 	1.091 	1.435 	0.808 	0.746 	0.714 	1.352 	1.187 	0.378 	0.778 	0.51 	0.763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL2	1.231 p	1.41 	0.918 	1.249 	0.751 	0.602 	0.701 	0.399 	0.605 	0.478 	0.431 	0.259 	0.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL21	2.045 p	2.669 	1.801 	2.003 	1.152 	1.084 	0.967 	0.533 	1.091 	0.822 	0.736 	0.241 	0.334 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL213	3.149 p	3.424 	1.967 	3.008 	1.298 	1.27 	0.84 	0.63 	2.088 	1.341 	1.501 	0.456 	0.693 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL214	2.846 p	2.728 	1.481 	2.511 	0.612 	1.923 	1.354 	0.719 	0.527 	0.451 	0.421 	: 	0.262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL217	0.147 p	0.103 	0.75 	0.656 	0.63 	0.607 	0.337 	: 	0.921 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL22	0.74 p	0.659 	0.398 	0.803 	0.514 	0.316 	0.543 	0.323 	0.338 	0.283 	0.26 	0.269 	0.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL224	0.762 p	0.152 	0.239 	1.349 	0.701 	: 	0.887 	0.313 	0.106 	0.509 	0.742 	0.698 	1.272 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL225	1.735 p	0.821 	1.202 	1.149 	1.05 	0.189 	1.048 	0.545 	1.088 	0.737 	0.528 	0.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL227	0.086 p	0.49 	0.319 	0.751 	0.114 	0.221 	0.081 	0.211 	: 	0.175 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL228	0.198 p	0.783 	0.061 	0.421 	0.246 	: 	0.445 	0.219 	0.414 	0.258 	0.458 	0.351 	0.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL229	1.294 p	1.792 	0.509 	0.806 	0.576 	0.472 	1.048 	0.475 	0.915 	0.187 	0.396 	0.616 	0.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL22A	0.509 p	0.623 	0.367 	0.839 	0.327 	0.694 	0.69 	0.165 	0.269 	0.13 	0.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL22B	0.958 p	0.401 	0.039 	0.457 	0.688 	0.241 	0.086 	0.355 	0.03 	0.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL22C	0.177 p	0.241 	0.27 	0.598 	0.416 	0.237 	: 	0.384 	: 	: 	: 	0.333 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL3	0.511 p	0.762 	0.725 	0.601 	0.744 	0.61 	0.358 	0.567 	0.177 	0.392 	0.167 	0.309 	0.102 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL31	0.421 p	1.303 	0.766 	0.706 	1.514 	0.715 	0.288 	0.236 	0.081 	0.025 	0.077 	0.524 	0.065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL311	0.101 p	3.28 	0.871 	0.66 	0.555 	0.637 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL312	0.136 p	0.939 	0.139 	: 	0.308 	: 	0.209 	0.386 	: 	: 	0.144 	0.425 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL314	0.362 p	1.148 	1.199 	1.163 	3.073 	1.367 	0.574 	0.334 	0.2 	0.061 	0.092 	0.872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL315	1.077 p	0.849 	0.577 	0.66 	0.494 	0.395 	: 	: 	: 	: 	: 	0.284 	0.315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL32	0.811 p	0.433 	1.156 	0.516 	0.587 	0.726 	0.727 	1.296 	0.422 	0.52 	0.35 	0.232 	0.134 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL323	0.216 p	0.827 	1.866 	0.133 	0.685 	: 	0.443 	: 	: 	: 	0.561 	1.078 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL324	1.242 p	0.347 	0.325 	: 	: 	0.256 	: 	0.082 	0.999 	0.383 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL325	0.867 p	0.616 	1.039 	0.758 	0.247 	0.518 	0.442 	0.682 	0.437 	0.243 	0.366 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL326	0.925 p	: 	1.232 	0.751 	1.182 	1.653 	1.589 	3.438 	0.385 	1.21 	0.382 	: 	0.451 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL33	0.52 p	0.85 	0.343 	0.779 	0.333 	0.398 	0.144 	0.316 	0.051 	0.864 	0.089 	0.178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL331	0.634 p	0.908 	0.442 	0.923 	0.481 	0.577 	0.149 	0.241 	: 	1.032 	0.136 	0.274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL332	0.293 p	0.737 	0.156 	0.502 	0.05 	0.059 	0.134 	0.459 	0.149 	0.551 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL34	0.138 p	0.292 	0.36 	0.366 	0.151 	0.48 	0.086 	0.175 	0.069 	0.273 	0.099 	0.21 	0.231 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL343	: 	0.597 	0.649 	0.741 	0.181 	0.829 	0.174 	0.361 	0.141 	0.353 	0.202 	0.425 	0.467 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL344	0.388 p	: 	0.068 	: 	: 	0.233 	: 	: 	: 	0.341 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL345	0.115 p	: 	0.101 	: 	0.298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL4	0.978 p	0.747 	0.855 	0.816 	0.509 	0.55 	0.457 	0.701 	0.679 	0.836 	0.241 	0.189 	0.103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL41	0.785 p	0.512 	0.792 	0.771 	0.58 	0.607 	0.399 	0.461 	0.45 	1.01 	0.226 	0.286 	0.158 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL411	0.064 p	0.328 	: 	: 	: 	: 	: 	: 	0.335 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL414	0.377 p	0.17 	: 	0.466 	0.424 	0.305 	0.039 	: 	0.249 	0.122 	0.418 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL415	1.445 p	0.797 	1.692 	1.683 	0.9 	1.176 	0.968 	0.843 	0.499 	0.746 	0.341 	0.721 	0.149 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL416	0.308 p	0.937 	0.491 	0.285 	0.492 	0.561 	0.129 	0.326 	1.523 	3.352 	0.332 	: 	0.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,PL417	0.826 p	0.186 	0.119 	0.301 	0.394 	0.458 	: 	1.01 	: 	1.969 	0.033 	0.203 	0.307 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
