"prof_pos,sex,sectperf,unit,geo\time"	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980
"TOTAL,T,TOTAL,PC_EMP_HC,UKD6"	2.0831 e	1.9452 e	1.8904 e	1.9865 e	1.9366 e	1.7768 e	1.6855 e	1.6499 e	: 	1.6209 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKD7"	2.1395 e	2.2608 e	2.0464 e	1.8951 e	1.8613 e	1.6694 e	1.5218 e	1.5513 e	: 	1.4729 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKE"	2.1676 e	2.1503 e	1.9392 e	1.9481 e	1.8632 e	1.8465 e	1.6852 e	1.693 e	: 	1.373 e	: 	1.4023 e	: 	1.3563 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKE1"	1.2601 e	1.2081 e	1.1117 e	1.1031 e	1.1744 e	1.0964 e	1.0071 e	0.5498 e	: 	0.6624 e	: 	0.5908 e	: 	0.7149 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKE2"	2.7024 e	2.4996 e	2.3954 e	2.3379 e	2.1935 e	2.1222 e	1.7578 e	2.3548 e	: 	1.757 e	: 	1.7154 e	: 	1.5698 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKE3"	2.3528 e	2.5005 e	2.2702 e	2.3085 e	2.0951 e	2.1003 e	1.9311 e	1.9815 e	: 	1.5488 e	: 	1.7468 e	: 	1.6035 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKE4"	2.2134 e	2.1804 e	1.9071 e	1.9276 e	1.878 e	1.8988 e	1.7861 e	1.7651 e	: 	1.4288 e	: 	1.4355 e	: 	1.3875 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKF"	2.3088 e	2.248 e	2.1687 e	2.0633 e	2.0897 e	2.0758 e	1.9119 e	1.8753 e	: 	1.6621 e	: 	1.6556 e	: 	1.5579 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKF1"	3.1843 e	3.0298 e	2.8808 e	2.7333 e	2.8635 e	2.7974 e	2.4762 e	2.4875 e	: 	1.9673 e	: 	1.9914 e	: 	1.8099 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKF2"	1.8784 e	1.9014 e	1.8632 e	1.7886 e	1.8383 e	1.8345 e	1.7474 e	1.7257 e	: 	1.7593 e	: 	1.7157 e	: 	1.6961 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKF3"	0.7722 e	0.7793 e	0.7486 e	0.7086 e	0.5995 e	0.6025 e	0.5992 e	0.543 e	: 	0.5203 e	: 	0.5088 e	: 	0.4698 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKG"	2.2838 e	2.1847 e	1.8771 e	1.9329 e	1.8817 e	1.6901 e	1.5538 e	1.4809 e	: 	1.4005 e	: 	1.3744 e	: 	1.3183 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKG1"	3.0957 e	2.7699 e	1.8649 e	1.9913 e	1.9541 e	1.5553 e	1.5079 e	1.318 e	: 	1.0659 e	: 	1.146 e	: 	1.0406 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKG2"	0.975 e	0.8765 e	0.7656 e	0.7923 e	0.7126 e	0.6348 e	0.5984 e	0.6141 e	: 	0.5039 e	: 	0.5332 e	: 	0.5309 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKG3"	2.6577 e	2.7139 e	2.6015 e	2.643 e	2.5831 e	2.4669 e	2.1967 e	2.1357 e	: 	2.2095 e	: 	2.0486 e	: 	1.9741 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKH"	2.8321 e	2.7743 e	2.6526 e	2.5907 e	2.5286 e	2.4843 e	2.3337 e	2.4375 e	: 	2.2073 e	: 	2.2555 e	: 	2.1149 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKH1"	4.3583 e	4.158 e	3.8204 e	3.7887 e	3.6106 e	3.5596 e	3.4206 e	3.4558 e	: 	2.9255 e	: 	2.9245 e	: 	2.8093 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKH2"	2.451 e	2.4379 e	2.3714 e	2.2734 e	2.2056 e	2.3172 e	1.9354 e	2.0146 e	: 	1.9459 e	: 	2.0974 e	: 	1.8705 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKH3"	1.1722 e	1.2469 e	1.2983 e	1.2539 e	1.2819 e	1.1804 e	1.2244 e	1.4488 e	: 	1.4603 e	: 	1.4919 e	: 	1.4238 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKI"	2.5432 e	2.54 e	2.4109 e	2.3866 e	2.3647 e	2.2707 e	2.4082 e	2.3642 e	: 	2.0255 e	: 	1.9628 e	: 	1.873 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKI3"	12.2315 e	12.309 e	11.1125 e	11.0695 e	11.0747 e	11.1932 e	11.5833 e	11.9932 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKI4"	1.476 e	1.3758 e	1.352 e	1.346 e	1.2844 e	1.1559 e	1.1327 e	1.1833 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKI5"	0.3527 e	0.3197 e	0.3368 e	0.3458 e	0.3479 e	0.3486 e	0.346 e	0.332 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKI6"	0.5761 e	0.5978 e	0.5482 e	0.5132 e	0.5976 e	0.4882 e	0.4934 e	0.5527 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKI7"	1.4357 e	1.6694 e	1.4089 e	1.4571 e	1.2811 e	1.1992 e	1.3435 e	1.0579 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKJ"	2.7916 e	2.6218 e	2.6324 e	2.5818 e	2.526 e	2.4841 e	2.389 e	2.2774 e	: 	2.1262 e	: 	2.1125 e	: 	1.988 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKJ1"	5.0509 e	4.7123 e	4.6968 e	4.4628 e	4.4132 e	4.2541 e	3.9899 e	3.7102 e	: 	3.1793 e	: 	3.1495 e	: 	2.9492 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKJ2"	1.9272 e	1.789 e	1.7556 e	1.7653 e	1.7137 e	1.7055 e	1.6748 e	1.5564 e	: 	1.3514 e	: 	1.2973 e	: 	1.2497 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKJ3"	2.5652 e	2.4627 e	2.5946 e	2.651 e	2.5302 e	2.5792 e	2.5201 e	2.4733 e	: 	2.6113 e	: 	2.6943 e	: 	2.5049 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKJ4"	1.1927 e	1.1773 e	1.1406 e	1.1246 e	1.0981 e	1.0877 e	1.0503 e	1.1491 e	: 	1.2901 e	: 	1.2922 e	: 	1.196 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKK"	2.0036 e	1.9579 e	1.839 e	1.7772 e	1.7766 e	1.7378 e	1.7093 e	1.6781 e	: 	1.5091 e	: 	1.472 e	: 	1.4288 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKK1"	2.8644 e	2.8124 e	2.6834 e	2.6038 e	2.6543 e	2.6594 e	2.6327 e	2.5476 e	: 	2.278 e	: 	2.2166 e	: 	2.1702 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKK2"	0.9934 e	0.9764 e	0.9105 e	0.8631 e	0.7711 e	0.7031 e	0.6923 e	0.672 e	: 	0.666 e	: 	0.7043 e	: 	0.6633 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKK3"	0.4204 e	0.4667 e	0.3562 e	0.3754 e	0.311 e	0.2926 e	0.327 e	0.3316 e	: 	0.2707 e	: 	0.2133 e	: 	0.1808 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKK4"	1.8652 e	1.8042 e	1.6752 e	1.6229 e	1.6907 e	1.5464 e	1.4492 e	1.5154 e	: 	1.3134 e	: 	1.216 e	: 	1.1734 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKL"	1.8264 e	1.7915 e	1.639 e	1.615 e	1.6813 e	1.5566 e	1.5106 e	1.6104 e	: 	1.3536 e	: 	1.3193 e	: 	1.2638 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKL1"	1.5703 e	1.5411 e	1.3471 e	1.3605 e	1.4608 e	1.1459 e	1.0664 e	1.1615 e	: 	0.9624 e	: 	0.9547 e	: 	0.9165 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKL2"	2.2263 e	2.1826 e	2.1303 e	2.0335 e	2.0316 e	2.2095 e	2.2255 e	2.3112 e	: 	1.9491 e	: 	1.898 e	: 	1.8031 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKM"	2.6039 e	2.5511	2.4699	2.3095	2.2425	2.2055 e	2.0398 e	1.993 e	: 	1.8984 e	: 	1.8166 e	: 	1.7644 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKM2"	: 	1.231 b	3.5013 e	3.33 e	2.7725 e	2.67 e	2.4557 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKM3"	: 	0.612 b	1.9497 e	1.878 e	2.019 e	1.9705 e	1.814 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKM5"	3.0511 e	3.0106	3.1373	2.5273	3.4072	3.6632 e	3.2291 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKM6"	0.431 e	0.4409	0.3478	0.311	0.3044	0.3121 e	0.259 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKM7"	3.8662 e	3.8382	3.6646	3.5187	2.9505	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKM8"	2.6876 e	2.7079	2.6051	2.5446	2.7664	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKM9"	0.4088 e	0.3762	0.3376	0.2828	0.393	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKN"	2.1151 e	2.0339 e	2.0479 e	1.8727 e	1.7371 e	1.5765 e	1.6967 e	1.5334 e	: 	1.3585 e	: 	1.3509 e	: 	1.2928 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKN0"	2.1151 e	2.0339 e	2.0479 e	1.8727 e	1.7371 e	1.5765 e	1.6967 e	1.5334 e	: 	1.3585 e	: 	1.3509 e	: 	1.2928 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
